rater_id,pair_id,brief_id,industry,comparison_type,preferred_output,premium_quality_A,premium_quality_B,business_alignment_A,business_alignment_B,distinctness_A,distinctness_B,confidence_collaboration_A,confidence_collaboration_B,time_to_acceptable_A_min,time_to_acceptable_B_min,evaluation_type
rater_02,brief-015::pair_ai_cdo_vs_sft,brief-015,proptech,AI-CDO_vs_SFT,A,9,6,10,6,9,5,9,6,11,24,blind_comparison
rater_02,brief-131::pair_ai_cdo_vs_sft,brief-131,edtech,AI-CDO_vs_SFT,A,10,5,9,6,10,6,9,6,10,19,blind_comparison
rater_02,brief-083::pair_ai_cdo_vs_sft,brief-083,proptech,AI-CDO_vs_SFT,A,10,6,10,7,10,5,9,6,12,19,blind_comparison
rater_02,brief-091::pair_ai_cdo_vs_baseline,brief-091,edtech,AI-CDO_vs_Baseline,Tie,7,7,7,8,9,7,8,5,10,23,blind_comparison
rater_02,brief-140::pair_ai_cdo_vs_baseline,brief-140,proptech,AI-CDO_vs_Baseline,A,10,5,10,6,9,5,9,5,11,21,blind_comparison
rater_02,brief-052::pair_ai_cdo_vs_baseline,brief-052,saas,AI-CDO_vs_Baseline,Tie,8,7,8,7,10,7,9,5,10,26,blind_comparison
rater_02,brief-118::pair_sft_vs_baseline,brief-118,consumer,SFT_vs_Baseline,Tie,7,6,8,7,8,6,8,6,12,18,blind_comparison
rater_02,brief-044::pair_ai_cdo_vs_sft,brief-044,legal,AI-CDO_vs_SFT,A,10,6,9,7,9,6,10,6,10,18,blind_comparison
rater_02,brief-068::pair_ai_cdo_vs_baseline,brief-068,proptech,AI-CDO_vs_Baseline,A,9,5,9,7,10,5,9,5,13,28,blind_comparison
rater_02,brief-122::pair_ai_cdo_vs_sft,brief-122,fintech,AI-CDO_vs_SFT,A,10,6,9,5,10,7,10,6,11,23,blind_comparison
rater_02,brief-062::pair_sft_vs_baseline,brief-062,manufacturing,SFT_vs_Baseline,A,8,7,7,5,8,5,8,7,13,19,blind_comparison
rater_02,brief-091::pair_sft_vs_baseline,brief-091,ecommerce,SFT_vs_Baseline,A,8,7,8,6,8,6,6,6,15,20,blind_comparison
rater_02,brief-112::pair_sft_vs_baseline,brief-112,ecommerce,SFT_vs_Baseline,Tie,8,6,7,5,8,6,7,6,16,19,blind_comparison
rater_02,brief-121::pair_ai_cdo_vs_sft,brief-121,healthcare,AI-CDO_vs_SFT,A,10,6,9,7,10,7,8,6,8,20,blind_comparison
rater_02,brief-025::pair_ai_cdo_vs_sft,brief-025,government,AI-CDO_vs_SFT,A,10,6,10,6,9,6,8,6,8,19,blind_comparison
rater_02,brief-118::pair_ai_cdo_vs_sft,brief-118,saas,AI-CDO_vs_SFT,A,9,7,10,5,9,7,10,5,11,19,blind_comparison
rater_02,brief-044::pair_sft_vs_baseline,brief-044,fintech,SFT_vs_Baseline,Tie,8,5,7,7,8,7,8,6,13,20,blind_comparison
rater_02,brief-135::pair_sft_vs_baseline,brief-135,proptech,SFT_vs_Baseline,A,7,7,7,6,7,6,7,7,12,21,blind_comparison
rater_02,brief-086::pair_ai_cdo_vs_sft,brief-086,consumer,AI-CDO_vs_SFT,A,10,5,10,7,9,6,9,7,10,26,blind_comparison
rater_02,brief-106::pair_ai_cdo_vs_baseline,brief-106,ecommerce,AI-CDO_vs_Baseline,A,8,5,9,7,9,7,8,5,11,22,blind_comparison
rater_02,brief-090::pair_ai_cdo_vs_sft,brief-090,consumer,AI-CDO_vs_SFT,A,10,7,9,7,10,7,8,7,10,20,blind_comparison
rater_02,brief-099::pair_sft_vs_baseline,brief-099,edtech,SFT_vs_Baseline,B,8,6,8,5,8,7,8,7,16,21,blind_comparison
rater_02,brief-087::pair_sft_vs_baseline,brief-087,healthcare,SFT_vs_Baseline,B,8,7,7,5,8,5,6,7,15,17,blind_comparison
rater_02,brief-148::pair_ai_cdo_vs_sft,brief-148,manufacturing,AI-CDO_vs_SFT,A,9,7,9,6,9,7,8,6,8,19,blind_comparison
rater_02,brief-046::pair_ai_cdo_vs_sft,brief-046,fintech,AI-CDO_vs_SFT,A,10,7,9,6,9,5,10,7,11,19,blind_comparison
rater_02,brief-124::pair_sft_vs_baseline,brief-124,media,SFT_vs_Baseline,A,7,5,7,7,8,7,7,6,16,20,blind_comparison
rater_02,brief-049::pair_ai_cdo_vs_sft,brief-049,nonprofit,AI-CDO_vs_SFT,A,10,7,9,7,10,6,8,7,11,20,blind_comparison
rater_02,brief-116::pair_ai_cdo_vs_sft,brief-116,media,AI-CDO_vs_SFT,A,9,5,10,6,9,5,8,7,11,22,blind_comparison
rater_02,brief-110::pair_sft_vs_baseline,brief-110,ecommerce,SFT_vs_Baseline,A,8,7,7,6,8,5,7,7,12,21,blind_comparison
rater_02,brief-037::pair_ai_cdo_vs_baseline,brief-037,nonprofit,AI-CDO_vs_Baseline,A,10,7,10,6,8,5,8,5,10,19,blind_comparison
rater_02,brief-011::pair_ai_cdo_vs_sft,brief-011,manufacturing,AI-CDO_vs_SFT,A,9,7,9,7,9,7,10,6,10,20,blind_comparison
rater_02,brief-023::pair_ai_cdo_vs_baseline,brief-023,manufacturing,AI-CDO_vs_Baseline,A,9,6,10,5,10,5,8,5,9,19,blind_comparison
rater_02,brief-112::pair_ai_cdo_vs_sft,brief-112,government,AI-CDO_vs_SFT,A,9,6,9,6,10,5,9,5,8,18,blind_comparison
rater_02,brief-106::pair_ai_cdo_vs_sft,brief-106,proptech,AI-CDO_vs_SFT,A,10,7,10,7,9,6,10,6,10,20,blind_comparison
rater_02,brief-055::pair_sft_vs_baseline,brief-055,edtech,SFT_vs_Baseline,A,7,7,7,5,8,5,8,6,12,16,blind_comparison
rater_02,brief-114::pair_sft_vs_baseline,brief-114,proptech,SFT_vs_Baseline,A,7,5,7,6,7,6,8,7,16,16,blind_comparison
rater_02,brief-077::pair_sft_vs_baseline,brief-077,legal,SFT_vs_Baseline,A,7,7,7,5,7,7,6,6,15,18,blind_comparison
rater_02,brief-066::pair_ai_cdo_vs_baseline,brief-066,edtech,AI-CDO_vs_Baseline,A,9,6,9,5,8,6,9,5,13,25,blind_comparison
rater_02,brief-022::pair_sft_vs_baseline,brief-022,nonprofit,SFT_vs_Baseline,B,7,5,7,5,7,6,7,6,12,20,blind_comparison
rater_02,brief-144::pair_ai_cdo_vs_sft,brief-144,manufacturing,AI-CDO_vs_SFT,A,10,6,9,5,10,7,8,5,12,24,blind_comparison
rater_02,brief-010::pair_ai_cdo_vs_baseline,brief-010,consumer,AI-CDO_vs_Baseline,A,9,5,9,7,10,6,9,6,13,27,blind_comparison
rater_02,brief-026::pair_sft_vs_baseline,brief-026,media,SFT_vs_Baseline,Tie,8,5,7,5,8,5,6,5,16,21,blind_comparison
rater_02,brief-132::pair_ai_cdo_vs_baseline,brief-132,ecommerce,AI-CDO_vs_Baseline,A,10,7,10,6,8,5,9,6,9,28,blind_comparison
rater_02,brief-008::pair_sft_vs_baseline,brief-008,edtech,SFT_vs_Baseline,A,7,5,8,6,8,5,8,6,13,18,blind_comparison
rater_02,brief-053::pair_ai_cdo_vs_sft,brief-053,government,AI-CDO_vs_SFT,A,9,5,9,6,9,6,10,7,10,19,blind_comparison
rater_02,brief-078::pair_sft_vs_baseline,brief-078,legal,SFT_vs_Baseline,A,7,7,7,7,8,7,6,6,15,17,blind_comparison
rater_02,brief-099::pair_ai_cdo_vs_sft,brief-099,healthcare,AI-CDO_vs_SFT,A,9,5,9,7,10,5,8,5,9,22,blind_comparison
rater_02,brief-030::pair_sft_vs_baseline,brief-030,manufacturing,SFT_vs_Baseline,A,8,6,7,7,7,7,7,6,16,18,blind_comparison
rater_02,brief-072::pair_ai_cdo_vs_baseline,brief-072,legal,AI-CDO_vs_Baseline,Tie,7,7,8,7,9,5,8,5,10,26,blind_comparison
rater_02,brief-061::pair_ai_cdo_vs_sft,brief-061,ecommerce,AI-CDO_vs_SFT,A,10,7,10,5,9,6,8,5,11,22,blind_comparison
rater_02,brief-058::pair_sft_vs_baseline,brief-058,proptech,SFT_vs_Baseline,A,8,5,8,7,8,7,8,6,15,18,blind_comparison
rater_02,brief-005::pair_sft_vs_baseline,brief-005,saas,SFT_vs_Baseline,Tie,8,7,8,7,7,5,8,6,14,16,blind_comparison
rater_02,brief-086::pair_ai_cdo_vs_baseline,brief-086,fintech,AI-CDO_vs_Baseline,Tie,8,8,7,8,8,7,8,6,12,21,blind_comparison
rater_02,brief-012::pair_sft_vs_baseline,brief-012,proptech,SFT_vs_Baseline,A,8,6,8,6,7,5,7,7,15,16,blind_comparison
rater_02,brief-136::pair_sft_vs_baseline,brief-136,legal,SFT_vs_Baseline,B,8,5,8,5,7,5,8,6,14,16,blind_comparison
rater_02,brief-003::pair_ai_cdo_vs_sft,brief-003,saas,AI-CDO_vs_SFT,A,10,5,10,7,10,6,9,6,9,25,blind_comparison
rater_02,brief-014::pair_ai_cdo_vs_baseline,brief-014,government,AI-CDO_vs_Baseline,A,10,7,10,6,10,7,9,6,11,23,blind_comparison
rater_02,brief-070::pair_ai_cdo_vs_baseline,brief-070,government,AI-CDO_vs_Baseline,A,8,7,10,7,10,6,9,7,13,20,blind_comparison
rater_02,brief-041::pair_ai_cdo_vs_baseline,brief-041,proptech,AI-CDO_vs_Baseline,Tie,8,7,7,7,9,7,9,6,9,24,blind_comparison
rater_02,brief-074::pair_ai_cdo_vs_baseline,brief-074,saas,AI-CDO_vs_Baseline,Tie,7,7,8,7,9,6,8,7,13,28,blind_comparison
rater_02,brief-044::pair_ai_cdo_vs_baseline,brief-044,media,AI-CDO_vs_Baseline,A,9,6,10,5,8,5,8,7,11,20,blind_comparison
rater_02,brief-006::pair_sft_vs_baseline,brief-006,saas,SFT_vs_Baseline,Tie,7,5,7,7,8,6,6,6,12,18,blind_comparison
rater_02,brief-103::pair_sft_vs_baseline,brief-103,media,SFT_vs_Baseline,B,7,7,7,6,8,7,7,6,12,20,blind_comparison
rater_02,brief-077::pair_ai_cdo_vs_sft,brief-077,manufacturing,AI-CDO_vs_SFT,A,9,5,9,7,10,5,8,7,11,21,blind_comparison
rater_02,brief-110::pair_ai_cdo_vs_sft,brief-110,healthcare,AI-CDO_vs_SFT,A,9,5,9,5,9,5,9,5,9,20,blind_comparison
rater_02,brief-045::pair_sft_vs_baseline,brief-045,nonprofit,SFT_vs_Baseline,A,7,5,8,6,7,6,6,6,14,18,blind_comparison
rater_02,brief-022::pair_ai_cdo_vs_sft,brief-022,saas,AI-CDO_vs_SFT,A,9,5,10,6,9,6,10,6,10,18,blind_comparison
rater_02,brief-040::pair_ai_cdo_vs_sft,brief-040,nonprofit,AI-CDO_vs_SFT,A,9,5,10,7,10,7,10,6,10,25,blind_comparison
rater_02,brief-013::pair_ai_cdo_vs_baseline,brief-013,manufacturing,AI-CDO_vs_Baseline,A,10,6,9,6,9,5,8,6,11,26,blind_comparison
rater_02,brief-024::pair_sft_vs_baseline,brief-024,fintech,SFT_vs_Baseline,A,7,7,7,7,7,5,8,6,15,21,blind_comparison
rater_02,brief-029::pair_ai_cdo_vs_baseline,brief-029,legal,AI-CDO_vs_Baseline,A,9,6,9,7,8,6,9,5,12,21,blind_comparison
rater_02,brief-053::pair_ai_cdo_vs_baseline,brief-053,consumer,AI-CDO_vs_Baseline,A,9,5,9,6,9,5,8,7,9,21,blind_comparison
rater_02,brief-107::pair_ai_cdo_vs_baseline,brief-107,media,AI-CDO_vs_Baseline,A,9,5,9,5,10,6,8,5,12,21,blind_comparison
rater_02,brief-081::pair_ai_cdo_vs_sft,brief-081,healthcare,AI-CDO_vs_SFT,A,9,7,9,7,10,5,8,5,11,23,blind_comparison
rater_02,brief-024::pair_ai_cdo_vs_baseline,brief-024,healthcare,AI-CDO_vs_Baseline,Tie,7,7,7,8,9,7,8,5,13,21,blind_comparison
rater_02,brief-127::pair_sft_vs_baseline,brief-127,saas,SFT_vs_Baseline,A,7,6,7,5,7,7,8,7,13,20,blind_comparison
rater_02,brief-033::pair_ai_cdo_vs_baseline,brief-033,consumer,AI-CDO_vs_Baseline,Tie,8,7,7,8,10,6,8,6,11,19,blind_comparison
rater_02,brief-057::pair_sft_vs_baseline,brief-057,healthcare,SFT_vs_Baseline,A,7,6,7,5,7,6,6,6,13,16,blind_comparison
rater_02,brief-093::pair_ai_cdo_vs_baseline,brief-093,consumer,AI-CDO_vs_Baseline,A,8,7,9,6,9,6,9,5,10,22,blind_comparison
rater_02,brief-140::pair_sft_vs_baseline,brief-140,saas,SFT_vs_Baseline,A,7,5,7,6,7,5,8,6,13,18,blind_comparison
rater_02,brief-122::pair_sft_vs_baseline,brief-122,government,SFT_vs_Baseline,A,7,7,8,7,7,6,6,7,15,16,blind_comparison
rater_02,brief-039::pair_sft_vs_baseline,brief-039,legal,SFT_vs_Baseline,Tie,8,6,7,7,7,7,6,5,15,18,blind_comparison
rater_02,brief-074::pair_sft_vs_baseline,brief-074,ecommerce,SFT_vs_Baseline,B,8,5,8,6,8,6,6,6,13,17,blind_comparison
rater_02,brief-100::pair_sft_vs_baseline,brief-100,government,SFT_vs_Baseline,A,7,6,7,5,8,6,8,5,13,22,blind_comparison
rater_02,brief-137::pair_ai_cdo_vs_baseline,brief-137,fintech,AI-CDO_vs_Baseline,A,9,6,10,5,10,5,9,7,9,24,blind_comparison
rater_02,brief-125::pair_ai_cdo_vs_sft,brief-125,media,AI-CDO_vs_SFT,A,10,6,10,5,10,7,9,6,8,26,blind_comparison
rater_02,brief-134::pair_ai_cdo_vs_baseline,brief-134,consumer,AI-CDO_vs_Baseline,A,10,5,10,5,10,7,9,7,9,28,blind_comparison
rater_02,brief-141::pair_ai_cdo_vs_sft,brief-141,saas,AI-CDO_vs_SFT,A,9,7,9,5,10,5,8,6,11,21,blind_comparison
rater_02,brief-101::pair_ai_cdo_vs_sft,brief-101,legal,AI-CDO_vs_SFT,A,10,6,10,7,9,7,9,6,8,25,blind_comparison
rater_02,brief-016::pair_ai_cdo_vs_sft,brief-016,ecommerce,AI-CDO_vs_SFT,A,9,5,10,6,9,5,10,6,9,22,blind_comparison
rater_02,brief-034::pair_ai_cdo_vs_sft,brief-034,saas,AI-CDO_vs_SFT,A,10,7,10,6,10,6,10,6,12,21,blind_comparison
rater_02,brief-027::pair_ai_cdo_vs_sft,brief-027,legal,AI-CDO_vs_SFT,A,9,6,10,6,10,5,10,6,9,23,blind_comparison
rater_02,brief-098::pair_ai_cdo_vs_sft,brief-098,nonprofit,AI-CDO_vs_SFT,A,10,5,9,6,10,6,10,7,10,26,blind_comparison
rater_02,brief-021::pair_ai_cdo_vs_sft,brief-021,edtech,AI-CDO_vs_SFT,A,9,5,9,5,9,7,10,5,9,21,blind_comparison
rater_02,brief-009::pair_ai_cdo_vs_sft,brief-009,ecommerce,AI-CDO_vs_SFT,A,10,6,10,7,9,7,8,5,12,18,blind_comparison
rater_02,brief-141::pair_sft_vs_baseline,brief-141,government,SFT_vs_Baseline,Tie,7,6,7,5,8,6,6,7,16,16,blind_comparison
rater_02,brief-047::pair_ai_cdo_vs_sft,brief-047,manufacturing,AI-CDO_vs_SFT,A,10,7,10,6,10,7,10,5,10,21,blind_comparison
rater_02,brief-099::pair_ai_cdo_vs_baseline,brief-099,healthcare,AI-CDO_vs_Baseline,A,8,5,9,6,9,5,9,6,11,28,blind_comparison
rater_02,brief-036::pair_ai_cdo_vs_baseline,brief-036,manufacturing,AI-CDO_vs_Baseline,A,8,5,10,6,8,5,9,6,12,21,blind_comparison
rater_02,brief-113::pair_ai_cdo_vs_sft,brief-113,government,AI-CDO_vs_SFT,A,9,6,9,5,10,7,8,5,8,18,blind_comparison
rater_02,brief-111::pair_sft_vs_baseline,brief-111,nonprofit,SFT_vs_Baseline,A,7,5,8,5,7,6,7,5,16,20,blind_comparison
rater_02,brief-146::pair_ai_cdo_vs_sft,brief-146,proptech,AI-CDO_vs_SFT,A,10,5,9,5,10,5,10,7,9,24,blind_comparison
rater_02,brief-145::pair_sft_vs_baseline,brief-145,nonprofit,SFT_vs_Baseline,A,7,7,8,6,7,5,8,5,16,22,blind_comparison
rater_02,brief-096::pair_sft_vs_baseline,brief-096,edtech,SFT_vs_Baseline,A,8,7,8,6,8,5,6,7,15,19,blind_comparison
rater_02,brief-021::pair_sft_vs_baseline,brief-021,saas,SFT_vs_Baseline,B,7,6,8,6,8,6,8,6,13,22,blind_comparison
rater_02,brief-054::pair_ai_cdo_vs_baseline,brief-054,fintech,AI-CDO_vs_Baseline,Tie,7,8,8,7,8,7,9,7,11,26,blind_comparison
rater_02,brief-120::pair_ai_cdo_vs_baseline,brief-120,legal,AI-CDO_vs_Baseline,A,8,6,9,7,8,7,9,5,10,25,blind_comparison
rater_02,brief-068::pair_sft_vs_baseline,brief-068,fintech,SFT_vs_Baseline,B,7,7,8,6,8,6,7,7,15,17,blind_comparison
rater_02,brief-093::pair_ai_cdo_vs_sft,brief-093,edtech,AI-CDO_vs_SFT,A,10,5,9,5,9,6,8,6,10,18,blind_comparison
rater_02,brief-008::pair_ai_cdo_vs_baseline,brief-008,proptech,AI-CDO_vs_Baseline,A,8,6,10,7,9,7,9,5,9,24,blind_comparison
rater_02,brief-076::pair_ai_cdo_vs_sft,brief-076,government,AI-CDO_vs_SFT,A,10,7,9,7,9,6,8,6,8,19,blind_comparison
rater_02,brief-131::pair_ai_cdo_vs_baseline,brief-131,legal,AI-CDO_vs_Baseline,A,9,6,9,7,9,6,9,7,11,24,blind_comparison
rater_02,brief-115::pair_ai_cdo_vs_sft,brief-115,legal,AI-CDO_vs_SFT,A,10,6,9,6,10,5,9,5,8,26,blind_comparison
rater_02,brief-004::pair_ai_cdo_vs_sft,brief-004,healthcare,AI-CDO_vs_SFT,A,10,6,9,7,9,5,9,6,9,26,blind_comparison
rater_02,brief-117::pair_sft_vs_baseline,brief-117,fintech,SFT_vs_Baseline,A,8,5,7,5,8,6,7,7,14,22,blind_comparison
rater_02,brief-049::pair_ai_cdo_vs_baseline,brief-049,saas,AI-CDO_vs_Baseline,A,8,5,9,5,10,7,9,7,9,23,blind_comparison
rater_02,brief-145::pair_ai_cdo_vs_baseline,brief-145,legal,AI-CDO_vs_Baseline,A,9,5,10,6,8,6,8,7,10,22,blind_comparison
rater_02,brief-042::pair_ai_cdo_vs_baseline,brief-042,ecommerce,AI-CDO_vs_Baseline,Tie,7,8,7,7,10,5,9,7,13,21,blind_comparison
rater_02,brief-041::pair_ai_cdo_vs_sft,brief-041,consumer,AI-CDO_vs_SFT,A,10,7,9,6,9,5,8,5,10,20,blind_comparison
rater_02,brief-131::pair_sft_vs_baseline,brief-131,ecommerce,SFT_vs_Baseline,B,8,5,7,6,7,5,7,7,16,16,blind_comparison
rater_02,brief-139::pair_ai_cdo_vs_sft,brief-139,saas,AI-CDO_vs_SFT,A,9,6,9,7,9,5,9,7,8,25,blind_comparison
rater_02,brief-092::pair_ai_cdo_vs_baseline,brief-092,proptech,AI-CDO_vs_Baseline,A,8,5,9,6,9,7,8,5,11,25,blind_comparison
rater_02,brief-032::pair_sft_vs_baseline,brief-032,edtech,SFT_vs_Baseline,A,7,7,7,6,7,5,7,6,14,21,blind_comparison
rater_02,brief-065::pair_ai_cdo_vs_sft,brief-065,ecommerce,AI-CDO_vs_SFT,A,10,6,9,6,9,7,8,6,10,23,blind_comparison
rater_02,brief-129::pair_ai_cdo_vs_baseline,brief-129,media,AI-CDO_vs_Baseline,A,8,7,9,5,8,5,9,6,12,26,blind_comparison
rater_02,brief-027::pair_sft_vs_baseline,brief-027,consumer,SFT_vs_Baseline,B,8,7,8,7,8,6,8,5,12,19,blind_comparison
rater_02,brief-011::pair_ai_cdo_vs_baseline,brief-011,healthcare,AI-CDO_vs_Baseline,Tie,8,7,7,8,9,7,8,6,10,25,blind_comparison
rater_02,brief-127::pair_ai_cdo_vs_baseline,brief-127,proptech,AI-CDO_vs_Baseline,A,10,7,9,7,10,6,8,7,12,18,blind_comparison
rater_02,brief-056::pair_sft_vs_baseline,brief-056,manufacturing,SFT_vs_Baseline,A,8,5,8,6,7,6,7,6,12,22,blind_comparison
rater_02,brief-149::pair_ai_cdo_vs_baseline,brief-149,nonprofit,AI-CDO_vs_Baseline,Tie,7,8,8,8,8,5,8,5,10,20,blind_comparison
rater_02,brief-085::pair_ai_cdo_vs_baseline,brief-085,proptech,AI-CDO_vs_Baseline,A,10,7,9,5,8,6,9,7,11,26,blind_comparison
rater_02,brief-135::pair_ai_cdo_vs_baseline,brief-135,healthcare,AI-CDO_vs_Baseline,A,8,7,10,5,9,5,8,5,13,21,blind_comparison
rater_02,brief-025::pair_sft_vs_baseline,brief-025,government,SFT_vs_Baseline,A,8,5,8,5,8,6,6,5,13,17,blind_comparison
rater_02,brief-015::pair_ai_cdo_vs_baseline,brief-015,government,AI-CDO_vs_Baseline,A,9,7,9,6,8,6,9,7,13,21,blind_comparison
rater_02,brief-109::pair_ai_cdo_vs_sft,brief-109,consumer,AI-CDO_vs_SFT,A,9,7,10,7,9,6,8,7,12,24,blind_comparison
rater_02,brief-105::pair_ai_cdo_vs_baseline,brief-105,edtech,AI-CDO_vs_Baseline,Tie,8,8,8,8,9,6,8,5,11,19,blind_comparison
rater_02,brief-048::pair_ai_cdo_vs_baseline,brief-048,consumer,AI-CDO_vs_Baseline,A,8,7,10,5,9,6,8,7,9,24,blind_comparison
rater_02,brief-097::pair_ai_cdo_vs_baseline,brief-097,manufacturing,AI-CDO_vs_Baseline,Tie,8,8,7,8,10,6,8,6,12,27,blind_comparison
rater_02,brief-088::pair_sft_vs_baseline,brief-088,ecommerce,SFT_vs_Baseline,A,8,6,7,7,8,6,6,5,15,19,blind_comparison
rater_02,brief-040::pair_sft_vs_baseline,brief-040,proptech,SFT_vs_Baseline,Tie,8,7,7,6,8,7,6,7,14,22,blind_comparison
rater_02,brief-013::pair_sft_vs_baseline,brief-013,fintech,SFT_vs_Baseline,B,7,7,7,7,8,6,6,5,14,21,blind_comparison
rater_02,brief-144::pair_ai_cdo_vs_baseline,brief-144,fintech,AI-CDO_vs_Baseline,A,10,7,9,7,9,7,8,7,9,25,blind_comparison
rater_02,brief-038::pair_sft_vs_baseline,brief-038,edtech,SFT_vs_Baseline,Tie,7,6,8,5,7,7,7,6,14,19,blind_comparison
rater_02,brief-002::pair_ai_cdo_vs_sft,brief-002,legal,AI-CDO_vs_SFT,A,9,6,10,5,10,6,9,5,8,24,blind_comparison
rater_02,brief-075::pair_sft_vs_baseline,brief-075,nonprofit,SFT_vs_Baseline,A,8,6,7,7,8,7,8,7,16,20,blind_comparison
rater_02,brief-025::pair_ai_cdo_vs_baseline,brief-025,nonprofit,AI-CDO_vs_Baseline,A,9,6,10,7,8,5,9,5,12,21,blind_comparison
rater_02,brief-137::pair_ai_cdo_vs_sft,brief-137,legal,AI-CDO_vs_SFT,A,9,7,10,6,10,7,10,5,9,26,blind_comparison
rater_02,brief-098::pair_ai_cdo_vs_baseline,brief-098,media,AI-CDO_vs_Baseline,A,10,6,9,7,10,7,8,5,9,27,blind_comparison
rater_02,brief-059::pair_ai_cdo_vs_baseline,brief-059,healthcare,AI-CDO_vs_Baseline,A,8,5,10,5,9,5,8,6,10,22,blind_comparison
rater_02,brief-122::pair_ai_cdo_vs_baseline,brief-122,proptech,AI-CDO_vs_Baseline,A,10,6,9,7,10,7,8,6,12,23,blind_comparison
rater_02,brief-043::pair_ai_cdo_vs_sft,brief-043,consumer,AI-CDO_vs_SFT,A,9,6,10,7,9,6,10,7,9,25,blind_comparison
rater_02,brief-075::pair_ai_cdo_vs_baseline,brief-075,proptech,AI-CDO_vs_Baseline,A,10,5,9,5,9,7,9,7,10,19,blind_comparison
rater_02,brief-033::pair_sft_vs_baseline,brief-033,saas,SFT_vs_Baseline,B,7,6,7,5,7,6,8,5,15,22,blind_comparison
rater_02,brief-148::pair_ai_cdo_vs_baseline,brief-148,nonprofit,AI-CDO_vs_Baseline,Tie,8,8,7,8,9,5,9,7,13,26,blind_comparison
rater_02,brief-059::pair_sft_vs_baseline,brief-059,ecommerce,SFT_vs_Baseline,A,8,5,8,7,8,6,7,6,12,17,blind_comparison
rater_02,brief-017::pair_ai_cdo_vs_sft,brief-017,proptech,AI-CDO_vs_SFT,A,10,5,9,7,10,7,9,5,9,18,blind_comparison
rater_02,brief-116::pair_sft_vs_baseline,brief-116,legal,SFT_vs_Baseline,A,8,5,8,7,7,7,6,5,15,18,blind_comparison
rater_02,brief-114::pair_ai_cdo_vs_sft,brief-114,nonprofit,AI-CDO_vs_SFT,A,9,5,10,7,10,6,9,6,11,24,blind_comparison
rater_02,brief-077::pair_ai_cdo_vs_baseline,brief-077,saas,AI-CDO_vs_Baseline,A,9,7,10,5,9,6,8,5,9,25,blind_comparison
rater_02,brief-005::pair_ai_cdo_vs_sft,brief-005,fintech,AI-CDO_vs_SFT,A,10,6,10,7,9,5,10,7,11,20,blind_comparison
rater_02,brief-148::pair_sft_vs_baseline,brief-148,proptech,SFT_vs_Baseline,A,7,7,7,7,8,5,6,5,15,21,blind_comparison
rater_02,brief-102::pair_sft_vs_baseline,brief-102,saas,SFT_vs_Baseline,A,7,7,8,5,8,7,8,5,16,20,blind_comparison
rater_02,brief-091::pair_ai_cdo_vs_sft,brief-091,legal,AI-CDO_vs_SFT,A,9,7,9,6,10,7,10,5,10,21,blind_comparison
rater_02,brief-016::pair_ai_cdo_vs_baseline,brief-016,manufacturing,AI-CDO_vs_Baseline,A,9,5,10,6,10,7,9,5,9,26,blind_comparison
rater_02,brief-150::pair_ai_cdo_vs_baseline,brief-150,proptech,AI-CDO_vs_Baseline,A,9,7,10,6,10,6,9,7,10,28,blind_comparison
rater_02,brief-088::pair_ai_cdo_vs_baseline,brief-088,consumer,AI-CDO_vs_Baseline,A,9,7,10,7,10,6,9,6,12,25,blind_comparison
rater_02,brief-106::pair_sft_vs_baseline,brief-106,fintech,SFT_vs_Baseline,A,7,5,8,7,8,6,8,6,12,16,blind_comparison
rater_02,brief-020::pair_ai_cdo_vs_sft,brief-020,saas,AI-CDO_vs_SFT,A,10,7,10,5,10,5,9,7,9,23,blind_comparison
rater_02,brief-028::pair_ai_cdo_vs_sft,brief-028,government,AI-CDO_vs_SFT,A,10,7,9,7,10,5,10,6,10,19,blind_comparison
rater_02,brief-060::pair_sft_vs_baseline,brief-060,saas,SFT_vs_Baseline,A,8,5,8,5,7,6,7,7,14,21,blind_comparison
rater_02,brief-038::pair_ai_cdo_vs_sft,brief-038,saas,AI-CDO_vs_SFT,A,10,7,10,6,10,6,8,6,12,23,blind_comparison
rater_02,brief-071::pair_ai_cdo_vs_baseline,brief-071,ecommerce,AI-CDO_vs_Baseline,Tie,7,8,8,7,9,7,9,6,13,28,blind_comparison
rater_02,brief-140::pair_ai_cdo_vs_sft,brief-140,legal,AI-CDO_vs_SFT,A,10,5,9,5,9,6,10,6,9,24,blind_comparison
rater_02,brief-073::pair_sft_vs_baseline,brief-073,manufacturing,SFT_vs_Baseline,A,8,6,8,7,7,7,7,7,13,16,blind_comparison
rater_02,brief-061::pair_ai_cdo_vs_baseline,brief-061,government,AI-CDO_vs_Baseline,Tie,8,8,7,7,10,6,9,6,10,23,blind_comparison
rater_02,brief-126::pair_ai_cdo_vs_baseline,brief-126,edtech,AI-CDO_vs_Baseline,Tie,7,7,8,7,10,7,8,5,12,22,blind_comparison
rater_02,brief-079::pair_ai_cdo_vs_sft,brief-079,healthcare,AI-CDO_vs_SFT,A,10,5,10,5,10,7,8,7,11,18,blind_comparison
rater_02,brief-037::pair_sft_vs_baseline,brief-037,manufacturing,SFT_vs_Baseline,B,8,6,8,5,8,7,6,5,15,20,blind_comparison
rater_02,brief-035::pair_sft_vs_baseline,brief-035,saas,SFT_vs_Baseline,B,8,6,8,6,8,6,6,6,14,17,blind_comparison
